simNo:int,simPar_EleakVal:decimal,simParPer_gBarP:int,simParPer_gBarK2:int,simParPer_gBarLeak:int,simParPer_gBarSynS:int,simParPer_gBarCaS:int,simParPer_gBarSynG:int,simParPer_gBarh:int,meanPeriod_L:decimal,meanPeriod_R:decimal,spkFreq_L:decimal,spkFreq_R:decimal,meanDutyCycle_L:decimal,meanDutyCycle_R:decimal,meanPhase_L:decimal,meanPhase_R:decimal
10214357,-0.065,175,150,175,125,50,175,150,10.07659,10.05836,17.18661022,15.69332938,0.7238174,0.2585172,0.5624454,0.4388701
10215541,-0.07,100,100,75,150,50,175,150,12.13676,12.17326,16.32679649,16.2808242,0.2564337,0.7310979,0.4097486,0.5890562
10215951,-0.07,150,150,100,150,50,175,150,15.49077,15.49129,19.96172942,19.31931294,0.203679,0.7910931,0.5668493,0.4330986
10216552,-0.065,150,125,150,150,50,175,150,15.98835,15.99665,15.5280746,14.89932147,0.1964628,0.7981388,0.4092192,0.5907854
10216917,-0.065,175,150,175,150,50,175,150,10.38209,10.38316,17.29615723,15.87566003,0.7168897,0.2677792,0.4395518,0.5603995
10217328,-0.06,25,25,25,175,50,175,150,30.03135,26.5204,13.05175771,13.66027996,0.5076062,0.3680525,0.707955,0.3748117
10218101,-0.07,100,100,75,175,50,175,150,12.44837,12.4542,16.77570789,16.08105695,0.3018136,0.6835706,0.4281658,0.5717059
10219112,-0.065,150,125,150,175,50,175,150,16.2876,16.22475,16.28945534,14.75575034,0.223713,0.7670192,0.4199612,0.5817076
10222815,-0.05,50,50,50,25,75,175,150,7.58915,8.5985,32.09929382,41.61213807,0.5437236,0.6201198,0.3413328,0.6132703
10225464,-0.055,100,100,50,50,75,175,150,27.0423,30.00465,30.52862911,30.42278498,0.624418,0.4654612,0.3917909,0.5652903
10233739,-0.055,75,75,100,125,75,175,150,27.65115,29.18795,16.70980881,16.59365685,0.5249149,0.5195877,0.4373825,0.5383085
10234472,-0.065,150,125,150,125,75,175,150,12.54182,12.53086,18.52510656,17.82882601,0.6654134,0.3238043,0.556616,0.4439227
10244351,-0.07,150,100,125,25,100,175,150,13.50296,13.59371,27.72217637,28.38260446,0.3247873,0.6798939,0.4401669,0.5569198
10245391,-0.07,150,150,0,50,100,175,150,9.7313,34.749,43.13928146,42.80570899,0.01392414,0.4932861,0.06034418,0.7845201
10245392,-0.065,150,150,0,50,100,175,150,9.7313,34.749,43.13928146,42.80570899,0.01392414,0.4932861,0.06034418,0.7845201
10245393,-0.06,150,150,0,50,100,175,150,9.7313,34.749,43.13928146,42.80570899,0.01392414,0.4932861,0.06034418,0.7845201
10245394,-0.055,150,150,0,50,100,175,150,9.7313,34.749,43.13928146,42.80570899,0.01392414,0.4932861,0.06034418,0.7845201
10245395,-0.05,150,150,0,50,100,175,150,9.7313,34.749,43.13928146,42.80570899,0.01392414,0.4932861,0.06034418,0.7845201
10246586,-0.07,125,100,100,50,100,175,150,12.37055,12.35694,22.90822026,24.75978674,0.349343,0.6546707,0.5512425,0.4493563
10247553,-0.06,150,100,175,50,100,175,150,26.282,28.10105,23.15241889,23.22905275,0.5492162,0.5471575,0.4136127,0.5577601
10252717,-0.065,175,125,175,100,100,175,150,27.43795,25.2689,21.88346275,21.32234953,0.4251374,0.5049883,0.5961122,0.4510122
10269990,-0.05,125,125,125,75,125,175,150,26.7406,27.77705,29.75954699,29.97420379,0.549251,0.4986383,0.4492846,0.5333014
10286628,-0.06,125,125,25,50,150,175,150,28.7743,27.424,39.54530043,38.65354443,0.4681678,0.4779463,0.5660042,0.4605568
10290106,-0.07,125,100,100,75,150,175,150,26.48075,24.62185,20.76342671,22.20501312,0.4660895,0.4759269,0.5866395,0.4545415
10298708,-0.06,125,75,175,150,150,175,150,29.6547,27.8,25.21900717,24.42002442,0.4597012,0.4809928,0.5787626,0.4574351
10324807,-0.065,25,0,25,25,0,175,175,29.91295,33.64855,14.23623944,14.14730733,0.5651164,0.5315207,0.3683472,0.5856527
10348621,-0.07,100,75,75,50,25,175,175,16.61422,16.68175,17.9805913,18.95538591,0.8183335,0.1751105,0.4433112,0.5547714
10359912,-0.065,150,125,150,150,25,175,175,14.6964,14.70324,13.90123087,12.85255972,0.1540635,0.8269942,0.4289313,0.5709105
10366866,-0.07,125,75,100,25,50,175,175,24.2653,22.6763,24.03230735,24.34959726,0.4981517,0.4125717,0.6052663,0.4343692
10372583,-0.06,100,50,150,75,50,175,175,14.85424,14.84605,13.81842962,13.81526875,0.7029077,0.2810145,0.582668,0.4177028
10374586,-0.07,125,100,100,100,50,175,175,29.5352,27.5573,14.61697893,14.90355272,0.4697547,0.4430187,0.5971449,0.4428445
10374907,-0.065,125,100,125,100,50,175,175,15.54005,15.55235,16.31428684,15.42943904,0.1929217,0.7937692,0.595298,0.404129
10377231,-0.07,150,150,100,125,50,175,175,11.54752,11.5466,20.09615215,21.22036763,0.2260598,0.7650379,0.5586874,0.4413565
10379791,-0.07,150,150,100,150,50,175,175,12.32889,12.30284,20.38162928,20.76582515,0.2380446,0.7573098,0.443671,0.5573303
10380757,-0.065,175,150,175,150,50,175,175,9.124662,9.124788,18.1329874,16.79189476,0.6989245,0.3001691,0.5515874,0.4484111
10382396,-0.07,175,175,100,175,50,175,175,28.2621,26.1547,22.02000867,21.92872448,0.4327598,0.4923245,0.5975255,0.4470298
10386101,-0.07,100,100,0,25,75,175,175,16.9243,17.9274,45.29967643,49.8864414,0.7112613,0.6294666,0.4179468,0.5572815
10386102,-0.065,100,100,0,25,75,175,175,16.9243,17.9274,45.29967643,49.8864414,0.7112613,0.6294666,0.4179468,0.5572815
10386103,-0.06,100,100,0,25,75,175,175,16.9243,17.9274,45.29967643,49.8864414,0.7112613,0.6294666,0.4179468,0.5572815
10386104,-0.055,100,100,0,25,75,175,175,16.9243,17.9274,45.29967643,49.8864414,0.7112613,0.6294666,0.4179468,0.5572815
10386105,-0.05,100,100,0,25,75,175,175,16.9243,17.9274,45.29967643,49.8864414,0.7112613,0.6294666,0.4179468,0.5572815
10387711,-0.07,150,100,125,25,75,175,175,11.78374,11.78175,24.96341607,29.18505257,0.2750152,0.7332869,0.5565371,0.4435515
10388893,-0.06,50,50,25,50,75,175,175,27.7351,26.5255,24.01422019,23.31734003,0.4495279,0.512537,0.5575899,0.4667281
10392272,-0.065,150,150,75,75,75,175,175,27.2006,25.8156,26.85882738,27.13368587,0.4569458,0.4901223,0.5667232,0.4621332
10395022,-0.065,100,75,100,100,75,175,175,25.52995,28.29585,15.10003775,14.98417914,0.5802401,0.511803,0.3876028,0.5704046
10395151,-0.07,150,150,100,100,75,175,175,10.25019,10.37391,24.66018542,22.93310004,0.6900177,0.2962378,0.4498716,0.5450307
10408191,-0.07,150,100,125,25,100,175,175,12.44823,12.44807,27.91228816,31.45698407,0.2856487,0.7144277,0.4409224,0.5591254
10409416,-0.07,75,75,25,50,100,175,175,30.2523,28.0804,28.14805879,27.58931336,0.4642655,0.4564714,0.6010153,0.4421333
10409507,-0.065,125,125,25,50,100,175,175,32.8345,31.548,34.84117551,35.48359541,0.5326958,0.4366553,0.5728604,0.449585
10411072,-0.065,150,100,150,50,100,175,175,26.5866,24.0848,21.73311573,20.73766849,0.4365696,0.4637531,0.6342797,0.425406
10413351,-0.07,150,125,125,75,100,175,175,12.02378,12.0262,21.28089043,23.44338362,0.3017244,0.6847576,0.4298709,0.5700707
10418018,-0.06,75,50,100,125,100,175,175,27.49965,28.80305,16.77740922,17.41714052,0.5324831,0.5075157,0.4465378,0.5322977
10422900,-0.05,75,100,75,175,100,175,175,28,29.157,23.56919064,23.27578111,0.5029393,0.5441849,0.4398772,0.5419464
10428671,-0.07,150,100,125,25,125,175,175,12.97883,12.97969,30.152337,32.84641871,0.3115539,0.6891418,0.4423571,0.5576558
10431918,-0.06,175,125,175,50,125,175,175,29.1238,27.565,29.19257057,29.31553098,0.4601014,0.4571014,0.5852621,0.446063
10449151,-0.07,150,100,125,25,150,175,175,13.70856,13.6967,31.88603661,34.18625435,0.3255168,0.6744757,0.4445759,0.5559371
10455581,-0.07,100,125,25,100,150,175,175,23.88265,22.94055,29.92805262,29.24335985,0.4706178,0.4880485,0.5517719,0.4699939
10478534,-0.055,50,75,25,125,175,175,175,25.4878,26.4603,29.09445416,29.15756659,0.4877706,0.5411881,0.4383813,0.5448921
28610,-0.05,25,75,25,75,25,0,0,12.1257,36.9791,3.945091499,3.756848998,0.5507641,1.092382,-0.02404602,1.073332
31666,-0.07,125,175,50,100,25,0,0,32.4734,18.3173,11.36114488,11.34158552,0.3216633,1.051001,0.789636,0.5545893
45819,-0.055,75,25,175,25,50,0,0,27.94715,32.3741,3.100096297,3.072411621,0.9971464,1.662347,0.7283785,0.1562431
48851,-0.07,50,125,0,75,50,0,0,35.48275,33.9114,9.166381772,9.081149998,0.9754853,1.103272,0.9942851,0.04974671
48852,-0.065,50,125,0,75,50,0,0,35.48275,33.9114,9.166381772,9.081149998,0.9754853,1.103272,0.9942851,0.04974671
48853,-0.06,50,125,0,75,50,0,0,35.48275,33.9114,9.166381772,9.081149998,0.9754853,1.103272,0.9942851,0.04974671
48854,-0.055,50,125,0,75,50,0,0,35.48275,33.9114,9.166381772,9.081149998,0.9754853,1.103272,0.9942851,0.04974671
48855,-0.05,50,125,0,75,50,0,0,35.48275,33.9114,9.166381772,9.081149998,0.9754853,1.103272,0.9942851,0.04974671
87810,-0.05,25,75,50,50,100,0,0,23.382,28.97785,5.000259022,4.624343764,1.122693,1.441218,-0.1622205,1.201044
175031,-0.07,150,175,50,100,0,0,25,46.1262,6.30715,13.96909954,14.18725256,0.6183514,0.6879335,5.808352,0.2057843
176317,-0.065,175,175,150,100,0,0,25,38.43005,16.98335,7.406769678,8.916411694,0.01542803,1.40328,2.216839,0.02031483
208694,-0.055,50,25,100,25,50,0,25,44.4276,19.8773,5.98092925,6.557428239,0.3686627,0.407505,0.06128599,0.9725801
214067,-0.065,125,175,100,75,50,0,25,25.0061,9.8267,7.052035474,7.864472515,1.56649,0.5712294,0.06257441,0.97541
337788,-0.06,125,100,175,75,0,0,50,24.48765,26.25575,3.552033004,3.689304426,1.488648,0.6152024,0.2103901,0.7744189
352311,-0.07,150,175,100,25,25,0,50,23.36335,19.54895,9.120982343,9.185378648,0.9036718,0.1673696,1.062246,0.1111805
354097,-0.065,75,100,50,50,25,0,50,10.03745,40.4195,8.906626981,7.841029615,1.239956,0.572439,0.1682777,0.3223677
355388,-0.06,125,100,150,50,25,0,50,10.56175,44.6092,9.354025572,8.455000795,1.088617,1.466003,0.1990744,0.1591782
376815,-0.05,50,100,25,75,50,0,50,16.6702,9.3469,10.3554271,11.65961952,1.60514,0.7947983,-2.533166,2.420334
406020,-0.05,75,150,100,150,75,0,50,26.4007,37.6561,9.338361276,9.507884081,0.5535497,0.295652,0.6295819,0.1020087
503543,-0.06,100,100,125,100,0,0,75,18.2152,30.83475,4.555186079,4.673368524,0.164758,1.051152,-0.2448066,1.414409
515751,-0.07,150,125,75,25,25,0,75,49.8262,41.1015,17.72365578,20.3025377,1.287335,1.48534,1.116481,0.07901767
522406,-0.07,25,100,0,100,25,0,75,38.3625,30.787,4.379320302,4.297096672,0.4920534,0.3831812,1.141855,0.08362854
522407,-0.065,25,100,0,100,25,0,75,38.3625,30.787,4.379320302,4.297096672,0.4920534,0.3831812,1.141855,0.08362854
522408,-0.06,25,100,0,100,25,0,75,38.3625,30.787,4.379320302,4.297096672,0.4920534,0.3831812,1.141855,0.08362854
522409,-0.055,25,100,0,100,25,0,75,38.3625,30.787,4.379320302,4.297096672,0.4920534,0.3831812,1.141855,0.08362854
522410,-0.05,25,100,0,100,25,0,75,38.3625,30.787,4.379320302,4.297096672,0.4920534,0.3831812,1.141855,0.08362854
524152,-0.065,150,175,125,100,25,0,75,10.1404,37.8476,8.243324883,7.335572325,1.550866,0.7547189,-0.3143872,2.173405
529184,-0.055,100,125,125,150,25,0,75,23.0337,37.43675,8.757266314,8.841492444,1.569878,0.5575965,0.4329422,0.2963375
538099,-0.055,75,100,25,50,50,0,75,22.8481,23.09495,15.31464524,15.05875328,0.1489183,0.234246,0.8513788,0.139423
561902,-0.065,100,175,75,75,75,0,75,26.18365,33.5781,6.632579229,6.557927085,0.09692308,0.3660928,0.4987849,0.3603546
662677,-0.065,175,150,150,50,0,0,100,11.4866,18.99483,12.92136605,11.18876094,0.9581742,1.015176,-2.005298,4.311661
681821,-0.07,100,125,50,50,25,0,100,44.73755,27.6761,10.30632303,10.40093571,1.720467,1.031988,1.565925,0.03126792
682014,-0.055,50,50,75,50,25,0,100,25.35005,11.7298,6.868492608,7.038602932,1.662719,1.137334,-0.779651,1.360755
682059,-0.055,75,75,75,50,25,0,100,8.30905,21.0277,11.91965368,11.88868366,1.08111,1.922788,-0.0560475,1.141839
683068,-0.06,125,100,150,50,25,0,100,7.8919,33.5787,10.25424496,8.959027751,0.7008832,1.930795,-0.0802071,1.341268
689587,-0.065,125,175,50,125,25,0,100,47.6686,11.21765,12.06592242,13.03609685,0.9102764,0.08290506,1.873262,0.5591731
701437,-0.065,175,175,175,25,50,0,100,41.7482,12.5481,6.585120104,7.462856363,1.331521,0.9481595,2.997374,0.0990905
823587,-0.065,125,125,125,25,0,0,125,25.93455,14.48085,4.749465685,4.978821431,1.175474,0.2640798,0.3939651,0.7800251
829611,-0.07,50,100,0,100,0,0,125,31.99575,11.0495,9.122308341,9.853870351,0.7502934,0.2094122,0.8025657,0.7228398
829612,-0.065,50,100,0,100,0,0,125,31.99575,11.0495,9.122308341,9.853870351,0.7502934,0.2094122,0.8025657,0.7228398
829613,-0.06,50,100,0,100,0,0,125,31.99575,11.0495,9.122308341,9.853870351,0.7502934,0.2094122,0.8025657,0.7228398
829614,-0.055,50,100,0,100,0,0,125,31.99575,11.0495,9.122308341,9.853870351,0.7502934,0.2094122,0.8025657,0.7228398
829615,-0.05,50,100,0,100,0,0,125,31.99575,11.0495,9.122308341,9.853870351,0.7502934,0.2094122,0.8025657,0.7228398
845899,-0.055,75,75,75,50,25,0,125,9.63685,31.22225,12.36116862,11.68567402,0.5757172,0.3849082,-1.347001,5.364123
868006,-0.07,25,100,0,75,50,0,125,12.94535,7.14195,6.112285263,6.539933363,0.5981916,1.041872,-3.429084,2.891826
868007,-0.065,25,100,0,75,50,0,125,12.94535,7.14195,6.112285263,6.539933363,0.5981916,1.041872,-3.429084,2.891826
868008,-0.06,25,100,0,75,50,0,125,12.94535,7.14195,6.112285263,6.539933363,0.5981916,1.041872,-3.429084,2.891826
868009,-0.055,25,100,0,75,50,0,125,12.94535,7.14195,6.112285263,6.539933363,0.5981916,1.041872,-3.429084,2.891826
868010,-0.05,25,100,0,75,50,0,125,12.94535,7.14195,6.112285263,6.539933363,0.5981916,1.041872,-3.429084,2.891826
873902,-0.065,100,175,50,125,50,0,125,31.2829,29.1602,9.469664713,9.370994766,0.5892133,1.234086,0.08630599,0.9195503
887179,-0.055,75,75,100,50,75,0,125,9.453775,29.1202,11.4591969,10.85343875,0.8102742,0.9507922,-0.02324375,1.0729
954824,-0.055,100,150,175,100,150,0,125,3.4058,3.5739,15.87441573,14.39527438,0.5034353,0.6564537,0.4396038,0.5386987
989302,-0.065,100,100,75,50,0,0,150,11.4158,7.0253,10.23798189,10.81081081,0.3421398,0.3760693,0.06188348,0.9619168
990037,-0.065,175,150,125,50,0,0,150,11.6597,33.44725,14.87233062,15.04571749,0.8436066,1.803619,-0.2023724,1.58053
1006896,-0.07,75,100,50,25,25,0,150,27.58365,8.0334,6.311580427,7.050839491,1.344557,0.4352578,0.9097954,0.7350333
1009694,-0.055,50,50,75,50,25,0,150,20.0144,12.5051,6.967807135,7.181393011,1.082471,1.304644,-1.571839,1.982093
1020147,-0.065,125,175,75,150,25,0,150,8.2395,28.88135,10.43923063,9.946450659,1.385108,1.311698,-0.381575,2.337508
1028948,-0.06,125,75,175,25,50,0,150,42.8363,39.4776,8.424649119,7.943245511,1.900045,0.2568039,0.2238523,0.7936995
1030494,-0.055,50,50,100,50,50,0,150,8.5254,34.212,4.092614347,4.034381554,1.017372,1.403996,-0.01348065,1.054097
1030672,-0.065,150,150,100,50,50,0,150,12.2167,19.6254,16.70219774,14.25059863,0.4432948,1.695935,-0.6167059,1.990701
1035181,-0.07,100,175,50,100,50,0,150,37.28185,32.0111,7.955405532,8.040188179,1.323845,1.251981,0.9674956,0.1692848
1094698,-0.06,75,175,100,75,125,0,150,12.4375,12.34735,3.52232164,3.81999441,0.5008804,1.014185,-2.889547,3.868603
1129813,-0.06,50,125,50,25,175,0,150,3.28485,3.68325,16.53829797,17.50881052,0.6588429,0.6327021,0.3162289,0.6454176
1151597,-0.065,175,125,150,25,0,0,175,21.4007,23.255,15.03377719,12.95347974,1.572364,0.5852161,0.2290561,0.7510969
1170692,-0.065,50,75,50,25,25,0,175,16.70125,38.1885,3.110933961,3.088873001,0.4888916,0.2607984,0.2667832,0.3899828
1171471,-0.07,150,150,100,25,25,0,175,9.3004,18.778,12.58725255,12.04118917,1.273117,1.33772,-0.4924539,1.994291
1173667,-0.065,125,125,75,50,25,0,175,7.95605,13.33495,16.21835692,14.47019958,1.515916,0.7570557,0.3186064,0.4659913
1173987,-0.065,125,125,100,50,25,0,175,20.59855,11.81745,10.61545397,10.7556549,0.5759969,0.9635074,-0.6615598,1.379539
1175037,-0.065,175,175,175,50,25,0,175,9.03955,9.23075,6.543607193,6.554034372,0.3338441,1.033231,-1.713382,2.749622
1178501,-0.07,100,150,50,100,25,0,175,14.6462,9.9171,8.742683559,8.969414297,1.004793,0.9513265,1.060618,0.2818444
1194512,-0.065,150,150,100,50,50,0,175,11.5869,25.7999,15.4679041,13.66626468,0.7147813,1.190512,-1.289443,3.87113
1214657,-0.065,75,150,75,50,75,0,175,33.1998,16.4429,3.276310636,3.263008698,1.262471,1.256938,0.6635204,0.6713775
1318892,-0.065,50,100,25,75,0,25,0,25.5919,30.4164,4.505513291,4.736620579,0.9539185,1.014043,0.7160469,0.1479248
1349416,-0.07,75,175,0,175,25,25,0,11.7631,20.59155,10.56866059,9.832741501,0.7854732,0.6941828,0.3840993,0.3276262
1349417,-0.065,75,175,0,175,25,25,0,11.7631,20.59155,10.56866059,9.832741501,0.7854732,0.6941828,0.3840993,0.3276262
1349418,-0.06,75,175,0,175,25,25,0,11.7631,20.59155,10.56866059,9.832741501,0.7854732,0.6941828,0.3840993,0.3276262
1349419,-0.055,75,175,0,175,25,25,0,11.7631,20.59155,10.56866059,9.832741501,0.7854732,0.6941828,0.3840993,0.3276262
1349420,-0.05,75,175,0,175,25,25,0,11.7631,20.59155,10.56866059,9.832741501,0.7854732,0.6941828,0.3840993,0.3276262
1381255,-0.05,50,75,100,75,75,25,0,23.003,19.42725,7.878097756,7.929068816,1.69194,1.63964,1.151735,0.02729861
1400308,-0.06,125,175,175,50,100,25,0,36.04435,15.80435,2.775865515,2.920927768,1.413772,0.8528158,0.5437142,0.7615979
1478957,-0.065,175,125,125,25,0,25,25,24.5532,17.52965,19.41660299,19.89808951,0.5751511,0.002726809,-0.4622882,1.330049
1488217,-0.065,75,125,50,125,0,25,25,31.3078,22.8603,4.711963884,4.927604873,0.4750254,1.182325,0.4342944,0.6828873
1522423,-0.06,100,100,125,50,50,25,25,29.98645,13.32755,5.940327661,6.350176037,0.741805,0.2726383,1.420925,0.3684664
1525348,-0.06,125,125,150,75,50,25,25,34.6861,9.48235,7.124127444,7.2066301,1.41337,0.5645014,0.912258,0.7506105
1528616,-0.07,75,175,0,125,50,25,25,24.09335,2.4618,11.31495999,20.32685584,1.872724,0.5576408,0.1117475,0.9885819
1528617,-0.065,75,175,0,125,50,25,25,24.09335,2.4618,11.31495999,20.32685584,1.872724,0.5576408,0.1117475,0.9885819
1528618,-0.06,75,175,0,125,50,25,25,24.09335,2.4618,11.31495999,20.32685584,1.872724,0.5576408,0.1117475,0.9885819
1528619,-0.055,75,175,0,125,50,25,25,24.09335,2.4618,11.31495999,20.32685584,1.872724,0.5576408,0.1117475,0.9885819
1528620,-0.05,75,175,0,125,50,25,25,24.09335,2.4618,11.31495999,20.32685584,1.872724,0.5576408,0.1117475,0.9885819
1544539,-0.055,75,125,50,75,75,25,25,3.9127,3.62425,17.37175557,17.18311473,0.3891942,0.8092985,0.5884114,0.4549672
1644751,-0.07,150,150,75,50,0,25,50,40.95825,42.1589,12.94979464,13.86384633,0.938021,1.02746,0.8069506,0.1693944
1652747,-0.065,125,150,100,125,0,25,50,28.36435,14.5832,6.540002392,6.50313544,1.173815,1.706608,1.513454,0.2218753
1667461,-0.07,100,150,50,75,25,25,50,27.19115,31.9366,8.181325187,8.100085446,1.427317,1.621954,0.671186,0.2116773
1684219,-0.055,75,25,175,25,50,25,50,25.2924,42.39545,3.226119991,3.344142807,1.058452,0.1242492,-0.01299314,1.021779
1689188,-0.06,125,125,150,75,50,25,50,16.26105,14.15765,7.55675504,7.894297794,0.2179995,0.2400186,0.9652661,0.159593
1708423,-0.06,100,150,50,75,75,25,50,19.08715,16.4179,13.31679688,13.24352959,1.730997,1.750559,1.110087,0.04515341
1708935,-0.05,50,75,100,75,75,25,50,39.9978,20.58965,8.053292467,7.701725452,1.300932,0.6819397,0.8678705,0.5532467
1809592,-0.065,150,175,150,50,0,25,75,37.1029,35.4032,3.139067641,3.146752289,0.3525034,1.584425,0.2476641,0.7636815
1851826,-0.07,125,175,50,75,50,25,75,37.5042,14.8367,12.08778044,12.86421818,0.6065587,1.203644,2.150289,0.1493433
1970018,-0.06,75,50,100,25,0,25,100,23.2105,36.77495,6.098555493,5.828334823,1.107145,0.3841501,0.6049213,0.04155662
1971157,-0.065,175,150,175,25,0,25,100,28.15965,33.5319,6.964510632,6.907912216,1.726655,0.9039661,0.8283619,0.01360457
1973757,-0.065,175,175,175,50,0,25,100,11.83795,21.7465,5.097359568,4.929238843,1.057024,1.234649,-1.8493,4.397193
1989532,-0.065,50,50,25,25,25,25,100,35.6033,17.7603,11.84783988,12.38345426,0.4678724,1.116693,0.9700118,0.5161207
1990311,-0.07,150,125,75,25,25,25,100,42.06135,10.4034,19.02949572,18.61336513,1.664424,0.3677355,0.691125,0.829058
1993788,-0.06,125,100,150,50,25,25,100,20.0476,17.4787,8.941422777,9.298640418,0.93277,1.211858,-0.1481231,1.129143
1995506,-0.07,125,175,75,75,25,25,100,37.87635,32.8686,7.46913148,7.714751685,0.09812984,0.09020768,1.089563,0.05449179
2013342,-0.065,100,125,75,50,50,25,100,7.89075,45.9096,10.07847874,8.734959018,0.3526788,0.5239035,-0.1091972,1.635326
2013618,-0.06,75,100,100,50,50,25,100,40.66325,12.12295,3.322781599,3.423019366,0.7375111,0.529739,2.595041,0.2263395
2015215,-0.05,50,100,25,75,50,25,100,20.3261,25.7427,10.05009343,9.853405046,0.7536665,0.5864498,-0.6454102,1.817402
2015258,-0.06,75,125,25,75,50,25,100,19.0604,4.5699,11.92212001,14.50655061,0.340911,0.4786976,4.109981,0.01459571
2020738,-0.06,75,150,50,125,50,25,100,25.6538,39.13685,7.530772468,7.516640716,0.9600917,0.7969088,0.4115648,0.3721262
2021102,-0.065,100,175,75,125,50,25,100,38.7489,41.2571,5.617731894,5.709047733,1.517351,1.905939,0.7232622,0.2299214
2036103,-0.06,100,150,50,75,75,25,100,5.2131,28.8186,18.38257822,12.86283926,0.7068539,0.1168828,0.09597968,0.4694136
2133858,-0.06,75,50,100,25,0,25,125,28.41795,23.9105,5.846191368,6.234971212,1.476655,1.775546,0.684212,0.4243128
2134307,-0.065,125,125,125,25,0,25,125,20.13965,13.41165,4.774260509,4.948006033,1.630177,0.9847931,0.3702117,0.7534639
2138142,-0.065,100,125,25,75,0,25,125,29.1945,23.2885,14.25280435,13.85759059,0.7522444,1.81773,-0.6785581,1.541287
2155152,-0.065,150,150,150,25,25,25,125,31.45415,11.48335,5.862777691,6.223267116,1.07313,1.488015,0.8560699,0.6874641
2158976,-0.07,75,150,50,75,25,25,125,30.0069,19.71325,3.529467661,3.560321832,0.471025,0.9727366,1.087231,0.2857359
2169217,-0.065,75,150,50,175,25,25,125,26.3038,37.6655,5.475262568,5.326173199,0.9988937,1.028145,0.4288527,0.3859081
2175031,-0.07,150,175,100,25,50,25,125,27.5637,35.43965,10.3502208,10.22474038,1.04064,1.869482,0.6541769,0.158901
2175307,-0.065,125,150,125,25,50,25,125,31.9832,35.5545,4.629207036,4.626511669,1.75989,0.8102097,0.2122629,0.7640355
2175828,-0.06,125,75,175,25,50,25,125,35.0593,16.9956,8.272306274,8.406464571,1.597297,0.469598,1.132311,0.4510929
2175997,-0.065,175,175,175,25,50,25,125,13.8034,23.68335,7.134354632,7.102644101,0.3877161,0.6342346,0.2917535,0.4994204
2179141,-0.07,100,150,25,75,50,25,125,15.75605,30.13275,14.19040227,13.49419677,1.133837,0.7195493,0.3484664,0.3335735
2183886,-0.07,25,125,0,125,50,25,125,21.9176,26.8481,4.692014718,4.607795839,1.191923,1.683713,0.4915022,0.3979313
2183887,-0.065,25,125,0,125,50,25,125,21.9176,26.8481,4.692014718,4.607795839,1.191923,1.683713,0.4915022,0.3979313
2183888,-0.06,25,125,0,125,50,25,125,21.9176,26.8481,4.692014718,4.607795839,1.191923,1.683713,0.4915022,0.3979313
2183889,-0.055,25,125,0,125,50,25,125,21.9176,26.8481,4.692014718,4.607795839,1.191923,1.683713,0.4915022,0.3979313
2183890,-0.05,25,125,0,125,50,25,125,21.9176,26.8481,4.692014718,4.607795839,1.191923,1.683713,0.4915022,0.3979313
2200455,-0.05,50,75,100,75,75,25,125,31.1523,8.9761,8.252812272,8.329635066,1.13062,0.7908891,-1.479262,1.426229
2200499,-0.055,75,100,100,75,75,25,125,25.9044,26.5542,8.575239789,8.094258207,0.5171399,0.231116,0.6636615,0.3196909
2218010,-0.05,25,50,75,50,100,25,125,27.5392,21.6157,4.646626012,4.632879737,1.128453,1.43969,0.8749104,0.3132771
2296731,-0.07,50,50,25,25,0,25,150,31.94245,17.926,9.20552722,10.30223894,0.6452605,0.6679237,1.42278,0.2015406
2298236,-0.07,175,175,125,25,0,25,150,4.79565,11.12545,11.27736825,9.771091818,0.7108734,0.6998279,-1.783276,5.13703
2298388,-0.06,125,75,150,25,0,25,150,27.4239,27.9638,12.64645041,12.48166522,1.121339,1.356793,0.02612664,0.973359
2298472,-0.065,150,125,150,25,0,25,150,14.7741,6.68295,7.377268228,7.986136068,1.039664,0.6189781,-4.672951,3.113773
2301981,-0.07,100,125,25,75,0,25,150,31.76005,6.7683,13.20717398,16.33029803,0.7510473,0.8062881,1.808298,0.6146385
2303031,-0.07,150,175,100,75,0,25,150,14.55865,22.29975,7.658362672,7.446696407,1.174436,1.132031,-0.9749638,2.49337
2318351,-0.07,150,150,100,25,25,25,150,19.8165,9.1008,11.39095977,12.62452658,0.9326168,0.3025119,1.158503,0.4679535
2322091,-0.07,50,100,0,75,25,25,150,30.45685,26.9277,10.82058899,9.980308084,1.115211,1.21668,0.3110422,0.7249995
2322092,-0.065,50,100,0,75,25,25,150,30.45685,26.9277,10.82058899,9.980308084,1.115211,1.21668,0.3110422,0.7249995
2322093,-0.06,50,100,0,75,25,25,150,30.45685,26.9277,10.82058899,9.980308084,1.115211,1.21668,0.3110422,0.7249995
2322094,-0.055,50,100,0,75,25,25,150,30.45685,26.9277,10.82058899,9.980308084,1.115211,1.21668,0.3110422,0.7249995
2322095,-0.05,50,100,0,75,25,25,150,30.45685,26.9277,10.82058899,9.980308084,1.115211,1.21668,0.3110422,0.7249995
2323191,-0.07,150,175,75,75,25,25,150,32.93215,20.16235,12.28867973,12.6888233,0.07159265,1.704528,0.7352442,0.5498548
2339668,-0.06,125,75,175,25,50,25,150,26.47615,16.4126,8.530116718,8.229919321,1.338416,0.4833299,0.9308001,0.4229958
